number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0001318,Resolved,TRUE,1,0,4,TRUE,Caller 5085,Opened by  62,02-03-2016 13:50,?,?,Updated by 723,02-03-2016 14:32,Phone,Location 55,Category 17,Subcategory 90,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 169,02-03-2016 14:32,07-03-2016 15:00
INC0001318,Closed,FALSE,1,0,5,TRUE,Caller 5085,Opened by  62,02-03-2016 13:50,?,?,Updated by 908,07-03-2016 15:00,Phone,Location 55,Category 17,Subcategory 90,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 169,02-03-2016 14:32,07-03-2016 15:00
INC0001319,New,TRUE,0,0,0,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 915,02-03-2016 13:53,Phone,Location 93,Category 45,Subcategory 200,Symptom 141,?,3 - Low,3 - Low,4 - Low,Group 67,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,New,TRUE,1,0,1,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 695,03-03-2016 16:13,Phone,Location 93,Category 45,Subcategory 229,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 12,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,New,TRUE,1,0,3,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 622,09-03-2016 14:08,Phone,Location 93,Category 45,Subcategory 229,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 12,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,New,TRUE,2,0,4,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 622,09-03-2016 14:08,Phone,Location 93,Category 45,Subcategory 229,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 6,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,New,TRUE,2,0,5,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 164,09-03-2016 17:56,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 6,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Active,TRUE,2,0,7,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 967,14-03-2016 09:59,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 6,Resolver 247,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Active,TRUE,2,0,8,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 967,16-03-2016 08:42,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 6,Resolver 247,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Active,TRUE,3,0,9,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 967,16-03-2016 08:43,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Active,TRUE,3,0,10,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 241,16-03-2016 09:47,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,3,0,11,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 241,16-03-2016 09:47,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,4,0,12,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 241,17-03-2016 14:19,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 67,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,5,0,13,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 695,18-03-2016 10:57,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 12,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,6,0,14,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 555,18-03-2016 11:31,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 5,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,7,0,15,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 277,21-03-2016 10:55,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,7,0,16,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 277,21-03-2016 11:02,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Awaiting User Info,TRUE,7,0,17,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 277,21-03-2016 16:06,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 84,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Resolved,TRUE,7,0,18,TRUE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 277,21-03-2016 16:06,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 84,FALSE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001319,Closed,FALSE,7,0,19,FALSE,Caller 2949,Opened by  501,02-03-2016 13:51,Created by 216,02-03-2016 13:53,Updated by 908,26-03-2016 16:59,Phone,Location 93,Category 46,Subcategory 259,Symptom 222,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 84,FALSE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 77,21-03-2016 16:06,26-03-2016 16:59
INC0001320,Active,TRUE,0,0,0,TRUE,Caller 2996,Opened by  502,02-03-2016 13:51,Created by 219,02-03-2016 13:54,Updated by 926,02-03-2016 13:54,Phone,Location 245,Category 45,Subcategory 229,Symptom 589,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 213,17-03-2016 10:43,24-03-2016 18:59
INC0001320,Active,TRUE,0,0,3,TRUE,Caller 2996,Opened by  502,02-03-2016 13:51,Created by 219,02-03-2016 13:54,Updated by 926,11-03-2016 10:53,Phone,Location 245,Category 45,Subcategory 229,Symptom 589,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 213,17-03-2016 10:43,24-03-2016 18:59
INC0001320,Resolved,TRUE,0,0,5,TRUE,Caller 2996,Opened by  502,02-03-2016 13:51,Created by 219,02-03-2016 13:54,Updated by 926,17-03-2016 10:43,Phone,Location 245,Category 45,Subcategory 229,Symptom 589,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 213,17-03-2016 10:43,24-03-2016 18:59
INC0001320,Closed,FALSE,0,0,6,FALSE,Caller 2996,Opened by  502,02-03-2016 13:51,Created by 219,02-03-2016 13:54,Updated by 908,24-03-2016 18:59,Phone,Location 245,Category 45,Subcategory 229,Symptom 589,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 213,17-03-2016 10:43,24-03-2016 18:59
INC0001321,Active,TRUE,0,0,0,TRUE,Caller 2969,Opened by  267,02-03-2016 13:51,Created by 113,02-03-2016 13:53,Updated by 495,02-03-2016 13:53,Phone,Location 99,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 125,06-04-2016 13:54,11-04-2016 13:59
INC0001321,Resolved,TRUE,0,0,12,TRUE,Caller 2969,Opened by  267,02-03-2016 13:51,Created by 113,02-03-2016 13:53,Updated by 495,06-04-2016 13:54,Phone,Location 99,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 125,06-04-2016 13:54,11-04-2016 13:59
INC0001321,Closed,FALSE,0,0,13,FALSE,Caller 2969,Opened by  267,02-03-2016 13:51,Created by 113,02-03-2016 13:53,Updated by 908,11-04-2016 13:59,Phone,Location 99,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 125,06-04-2016 13:54,11-04-2016 13:59
INC0001322,Active,TRUE,0,0,0,TRUE,Caller 5281,Opened by  221,02-03-2016 13:52,?,?,Updated by 908,02-03-2016 13:52,Phone,Location 161,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 103,04-03-2016 17:07,09-03-2016 18:00
INC0001322,Active,TRUE,0,0,1,TRUE,Caller 5281,Opened by  221,02-03-2016 13:52,?,?,Updated by 429,02-03-2016 14:00,Phone,Location 161,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 103,04-03-2016 17:07,09-03-2016 18:00
INC0001322,Active,TRUE,0,0,2,TRUE,Caller 5281,Opened by  221,02-03-2016 13:52,?,?,Updated by 429,04-03-2016 17:07,Phone,Location 161,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 103,04-03-2016 17:07,09-03-2016 18:00
INC0001322,Resolved,TRUE,0,0,3,TRUE,Caller 5281,Opened by  221,02-03-2016 13:52,?,?,Updated by 429,04-03-2016 17:07,Phone,Location 161,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 103,04-03-2016 17:07,09-03-2016 18:00
INC0001322,Closed,FALSE,0,0,4,TRUE,Caller 5281,Opened by  221,02-03-2016 13:52,?,?,Updated by 908,09-03-2016 18:00,Phone,Location 161,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 103,04-03-2016 17:07,09-03-2016 18:00
INC0001323,New,TRUE,0,0,0,TRUE,Caller 1960,Opened by  185,02-03-2016 13:52,?,?,Updated by 908,02-03-2016 13:52,Phone,?,?,?,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 11,18-03-2016 12:45,24-03-2016 18:59
INC0001323,New,TRUE,0,0,6,TRUE,Caller 1960,Opened by  185,02-03-2016 13:52,?,?,Updated by 44,18-03-2016 12:44,Phone,?,?,?,?,?,2 - Medium,2 - Medium,3 - Moderate,?,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 11,18-03-2016 12:45,24-03-2016 18:59
INC0001323,Resolved,TRUE,1,0,7,TRUE,Caller 1960,Opened by  185,02-03-2016 13:52,?,?,Updated by 44,18-03-2016 12:45,Phone,Location 143,Category 40,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 11,18-03-2016 12:45,24-03-2016 18:59
INC0001323,Closed,FALSE,1,0,8,FALSE,Caller 1960,Opened by  185,02-03-2016 13:52,?,?,Updated by 908,24-03-2016 18:59,Phone,Location 143,Category 40,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 11,18-03-2016 12:45,24-03-2016 18:59
INC0001325,Active,TRUE,0,0,0,TRUE,Caller 533,Opened by  267,02-03-2016 13:53,Created by 113,02-03-2016 13:54,Updated by 495,02-03-2016 13:54,Phone,Location 204,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,FALSE,Do Not Notify,?,?,?,?,code 2,Resolved by 125,25-04-2016 08:48,30-04-2016 09:07
INC0001325,Resolved,TRUE,0,0,18,TRUE,Caller 533,Opened by  267,02-03-2016 13:53,Created by 113,02-03-2016 13:54,Updated by 495,25-04-2016 08:48,Phone,Location 204,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,TRUE,Do Not Notify,?,?,?,?,code 2,Resolved by 125,25-04-2016 08:48,30-04-2016 09:07
INC0001325,Closed,FALSE,0,0,19,FALSE,Caller 533,Opened by  267,02-03-2016 13:53,Created by 113,02-03-2016 13:54,Updated by 908,30-04-2016 09:07,Phone,Location 204,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,TRUE,Do Not Notify,?,?,?,?,code 2,Resolved by 125,25-04-2016 08:48,30-04-2016 09:07
INC0001326,New,TRUE,0,0,0,TRUE,Caller 1368,Opened by  386,02-03-2016 13:53,Created by 167,02-03-2016 13:59,Updated by 723,02-03-2016 13:59,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,02-03-2016 14:33,07-03-2016 15:00
INC0001326,Active,TRUE,0,0,1,TRUE,Caller 1368,Opened by  386,02-03-2016 13:53,Created by 167,02-03-2016 13:59,Updated by 994,02-03-2016 14:05,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,02-03-2016 14:33,07-03-2016 15:00
INC0001326,Active,TRUE,0,0,2,TRUE,Caller 1368,Opened by  386,02-03-2016 13:53,Created by 167,02-03-2016 13:59,Updated by 994,02-03-2016 14:33,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,02-03-2016 14:33,07-03-2016 15:00
INC0001326,Resolved,TRUE,0,0,3,TRUE,Caller 1368,Opened by  386,02-03-2016 13:53,Created by 167,02-03-2016 13:59,Updated by 994,02-03-2016 14:33,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,02-03-2016 14:33,07-03-2016 15:00
INC0001326,Closed,FALSE,0,0,4,TRUE,Caller 1368,Opened by  386,02-03-2016 13:53,Created by 167,02-03-2016 13:59,Updated by 908,07-03-2016 15:00,Phone,Location 213,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,02-03-2016 14:33,07-03-2016 15:00
INC0001327,Active,TRUE,0,0,0,TRUE,Caller 3765,Opened by  267,02-03-2016 13:54,Created by 113,02-03-2016 13:55,Updated by 495,02-03-2016 13:55,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,26-04-2016 13:19,01-05-2016 14:07
INC0001327,Active,TRUE,0,0,19,TRUE,Caller 3765,Opened by  267,02-03-2016 13:54,Created by 113,02-03-2016 13:55,Updated by 495,25-04-2016 11:47,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,26-04-2016 13:19,01-05-2016 14:07
INC0001327,Resolved,TRUE,0,0,20,TRUE,Caller 3765,Opened by  267,02-03-2016 13:54,Created by 113,02-03-2016 13:55,Updated by 190,26-04-2016 13:19,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,26-04-2016 13:19,01-05-2016 14:07
INC0001327,Closed,FALSE,0,0,21,FALSE,Caller 3765,Opened by  267,02-03-2016 13:54,Created by 113,02-03-2016 13:55,Updated by 908,01-05-2016 14:07,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,26-04-2016 13:19,01-05-2016 14:07
INC0001328,Active,TRUE,0,0,0,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 495,02-03-2016 13:57,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Active,TRUE,0,0,19,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 495,25-04-2016 15:39,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Active,TRUE,1,0,21,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 190,26-04-2016 14:55,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 55,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Active,TRUE,2,0,22,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 190,26-04-2016 15:28,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Awaiting User Info,TRUE,2,0,26,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 190,06-05-2016 15:28,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Resolved,TRUE,2,0,30,TRUE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 190,16-05-2016 11:51,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001328,Closed,FALSE,2,0,31,FALSE,Caller 4485,Opened by  267,02-03-2016 13:56,Created by 113,02-03-2016 13:57,Updated by 908,21-05-2016 12:07,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,16-05-2016 11:51,21-05-2016 12:07
INC0001329,Active,TRUE,0,0,0,TRUE,Caller 3765,Opened by  267,02-03-2016 13:59,Created by 113,02-03-2016 14:00,Updated by 495,02-03-2016 14:00,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 139,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,12-05-2016 11:21,17-05-2016 12:07
INC0001329,Active,TRUE,0,0,19,TRUE,Caller 3765,Opened by  267,02-03-2016 13:59,Created by 113,02-03-2016 14:00,Updated by 495,25-04-2016 11:44,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,12-05-2016 11:21,17-05-2016 12:07
INC0001329,Awaiting User Info,TRUE,0,0,23,TRUE,Caller 3765,Opened by  267,02-03-2016 13:59,Created by 113,02-03-2016 14:00,Updated by 190,06-05-2016 15:28,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,12-05-2016 11:21,17-05-2016 12:07
INC0001329,Resolved,TRUE,0,0,25,TRUE,Caller 3765,Opened by  267,02-03-2016 13:59,Created by 113,02-03-2016 14:00,Updated by 190,12-05-2016 11:21,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,12-05-2016 11:21,17-05-2016 12:07
INC0001329,Closed,FALSE,0,0,26,FALSE,Caller 3765,Opened by  267,02-03-2016 13:59,Created by 113,02-03-2016 14:00,Updated by 908,17-05-2016 12:07,Phone,Location 93,Category 45,Subcategory 150,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 10,Resolver 37,TRUE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 35,12-05-2016 11:21,17-05-2016 12:07
INC0001330,New,TRUE,0,0,0,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 723,02-03-2016 14:07,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,New,TRUE,1,0,1,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 551,04-03-2016 12:05,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,Active,TRUE,1,0,2,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 307,04-03-2016 15:58,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,Active,TRUE,1,0,3,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 307,04-03-2016 16:15,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,Active,TRUE,1,0,4,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 307,04-03-2016 16:16,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,Resolved,TRUE,1,0,5,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 307,04-03-2016 16:16,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
INC0001330,Closed,FALSE,1,0,6,TRUE,Caller 3390,Opened by  386,02-03-2016 14:00,Created by 167,02-03-2016 14:07,Updated by 908,09-03-2016 17:00,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 16:16,09-03-2016 17:00
